business_name,category,subcategory,city,address,phone,whatsapp_url,distance_km,google_rating,google_reviews,has_website,play,priority_score,outreach_template
Estética Gloria Benitez,Salon de Belleza,General,Asunción,"Ri 3 Corrales 4195 c, Asunción 1001, Paraguay",0972 459040,https://wa.me/0972459040,3.23,4.5,21,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Beauty Express,Salon de Belleza,General,Asunción,"MCXP+247, Ave. Dr. Guido Boggiani - Ciclovia, Asunción 001416, Paraguay",0992 207690,https://wa.me/0992207690,4.73,4.6,35,NO,ESTETICA_DENTAL,8,ESTETICA_SONRISA
ELECTRIC CIRCUS FAMILY TATTOO,Tatuajes/Piercing,General,Asunción,"Gral. Diaz 464, entre 14 de mayo y, Asunción 1209, Paraguay",0981 909485,https://wa.me/0981909485,4.43,4.8,149,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Spa Nails,Barberia,Spa,Fernando de la Mora,"Andrés Barbero, &, Fernando de la Mora 110326, Paraguay",0992 571969,https://wa.me/0992571969,4.43,4.5,33,NO,ATM_BRUXISMO,8,ATM_BRUXISMO
Ever Penayo Tattoo Studio,Tatuajes/Piercing,Tattoo Studio,Asunción,"Senador Huey Pierce Long 464, Asunción 001411, Paraguay",0982 285552,https://wa.me/0982285552,4.1,4.9,127,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Nancy Bogarin Depilaciones,Depilacion,General,Fernando de la Mora,"Tte. Rojas Silva 2846, Fernando de la Mora 110329, Paraguay",0982 252139,https://wa.me/0982252139,4.11,4.9,44,NO,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Kinepraxis Fisioterapia y Estética,Otros,General,Fernando de la Mora,"Tte. Rivarola, Fernando de la Mora 110329, Paraguay",0983 779744,https://wa.me/0983779744,4.49,5.0,20,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Spa Belleza Nely Espinola,Spa/Wellness,Spa,Lambaré,"Lambaré 110726, Paraguay",0981 565036,https://wa.me/0981565036,4.72,4.9,9,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Mayra Neira - Estética Avanzada,Spa/Wellness,General,Lambaré,"Mcal. Estigarribia 120 y, Av. Cacique Lambare, Lambaré 2420, Paraguay",0994 698466,https://wa.me/0994698466,3.7,5.0,6,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Borcelle Spa,Spa/Wellness,Spa,Asunción,"JCPX+8XH, Asunción 0012, Paraguay",0981 044443,https://wa.me/0981044443,2.88,4.8,44,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
"Lizza Depilaciones, Lambaré",Depilacion,General,Lambaré,"Santa Rosa II, Lambaré 110725, Paraguay",0985 644589,https://wa.me/0985644589,3.36,4.9,30,NO,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Andrea Jorgensen Centro de Estetica & Solárium,Estetica/Facial,Centro Estetica,Lambaré,"Río Apa 9006, Lambaré 110719, Paraguay",0986 424778,https://wa.me/0986424778,3.43,4.6,34,NO,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Morena Estetic - Centro de Estetica,Estetica/Facial,Centro Estetica,Lambaré,"Vencedores del Chaco 812, Lambaré 110709, Paraguay",0982 905493,https://wa.me/0982905493,2.39,5.0,21,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Jully Andrade Centro De Belleza,Salon de Belleza,General,Ñemby,"José A. Molas esq, Ñemby 111218, Paraguay",0971 446900,https://wa.me/0971446900,11.29,4.8,30,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Beauty Studio By Tati Martinez,Salon de Belleza,General,Asunción,"San Cosme esquina, Asunción 001205, Paraguay",0971 668569,https://wa.me/0971668569,4.58,4.8,38,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Nails Express by Rossie,Uñas/Nails,Salon Uñas,Asunción,"Julio Correa, &, Asunción 001526, Paraguay",0981 288669,https://wa.me/0981288669,6.62,4.3,71,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
New Eva,Salon de Belleza,General,Asunción,"Melvin Jones 477, Asunción 001529, Paraguay",0981 555761,https://wa.me/0981555761,4.78,4.9,41,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Red cats,Salon de Belleza,General,Asunción,"San Francisco 757, Asunción 001208, Paraguay",0983 365437,https://wa.me/0983365437,3.35,5.0,35,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
AF Studio Barber,Barberia,General,Asunción,"Av. Santísima Trinidad 1370, Asunción 001519, Paraguay",0994 879222,https://wa.me/0994879222,6.81,4.9,245,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Mostacho Barber 💈,Barberia,General,Asunción,"González Belotto, Asunción 2050, Paraguay",0992 335998,https://wa.me/0992335998,9.19,4.9,85,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
Estética Integral Cyntia Jiménez,Spa/Wellness,General,Asunción,"Ulrico Schmidel 276 casi, Asunción 001416, Paraguay",0981 909387,https://wa.me/0981909387,4.02,5.0,2,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Marilyn Spa Boutique,Spa/Wellness,Spa,Mariano Roque Alonso,"QFJC+7J5, Capitán Hermosilla, Mariano Roque Alonso 111019, Paraguay",0982 549071,https://wa.me/0982549071,13.34,5.0,2,NO,"ATM_BRUXISMO,EXPAT_HOTEL",8,ATM_BRUXISMO
SPA Metanoia. Barberia Metanoia,Barberia,Spa,Asunción,"Juan S Bogarin 528, Asunción 001412, Paraguay",0983 308123,https://wa.me/0983308123,3.2,4.7,47,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
Brow Bar,Salon de Belleza,General,Luque,"Av. Gral. Aquino casi, Luque 110932, Paraguay",(021) 728 8000,https://wa.me/0217288000,12.61,4.7,193,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Club Varsovia - Los Laureles,Peluqueria,General,Asunción,"Pancha Garmendia 5859, Asunción 001415, Paraguay",0982 333777,https://wa.me/0982333777,3.55,4.9,146,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Chemical Center,Otros,General,San Lorenzo,"Av. del Agrónomo, San Lorenzo 111432, Paraguay",(021) 570 211,https://wa.me/59521570211,9.93,4.6,1210,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Blondas Beauty House - Cosméticos,Otros,General,Asunción,"Av. Aviadores del Chaco N° 2574, Asunción 001401, Paraguay",0984 444900,https://wa.me/0984444900,6.0,5.0,822,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Leticia Vernazza Pilates,Gimnasio/Fitness,Yoga/Pilates,Lambaré,"Acosta Ñu 365, Lambaré 110720, Paraguay",0985 708902,https://wa.me/0985708902,3.62,4.9,30,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
Cejas & Pestañas Lambare by Amanda Wenceslau,Pestañas/Cejas,General,Lambaré,"Juan bautista rivarola 469, Lambaré 110715, Paraguay",0994 565577,https://wa.me/0994565577,3.79,5.0,38,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
Centro de Estetica y Belleza Norma,Estetica/Facial,Centro Estetica,Lambaré,"M98X+2M7, Lambaré 110709, Paraguay",0981 479760,https://wa.me/0981479760,2.51,4.9,30,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Esteban Tatto & Body Piercing,Tatuajes/Piercing,Piercing Studio,Asunción,"Belgica 866 e/ Lillo y Teniente Ver, Asunción 001409, Paraguay",0981 556506,https://wa.me/0981556506,5.01,4.7,620,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
AMÁN Spa & Body Care,Spa/Wellness,Spa,Asunción,"Bruselas, Asunción 001410, Paraguay",0982 157000,https://wa.me/0982157000,5.49,4.5,52,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
ADRI ROLON STUDIO,Salon de Belleza,General,Asunción,"Doctor Luís Enrique Migone, Asunción 001529, Paraguay",0983 139599,https://wa.me/0983139599,5.25,4.8,99,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Adela Centro de Belleza Integral,Salon de Belleza,General,Asunción,"Ygatimi 1117 casi Hernandarias Asunción, Av. Ygatimi 1111, Asunción 1134, Paraguay",(021) 421 947,https://wa.me/59521421947,4.99,4.8,8,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Velours Clínica Medicina Estética,Salon de Belleza,General,Fernando de la Mora,"Av. Mariscal López 1531, Fernando de la Mora 110311, Paraguay",0991 855939,https://wa.me/0991855939,7.96,4.9,79,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Clinical Hospital of San Lorenzo,Otros,General,San Lorenzo,"111421, Av. Mariscal López, San Lorenzo 111421, Paraguay",(021) 585 730,https://wa.me/59521585730,8.83,4.0,286,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
COCO Beauty Center,Salon de Belleza,General,Asunción,"Herminio Maldonado 859 c Entre, Eusebio Lillo Robles, Asunción 1829, Paraguay",0991 802076,https://wa.me/0991802076,5.11,4.8,69,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Salon Market - Casa Central,Salon de Belleza,General,Asunción,"Dr. Molas López esquina, Asunción 1521, Paraguay",0982 446044,https://wa.me/0982446044,6.04,4.5,89,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Doña Bonita. Especialistas en cejas - Depilación con hilos - Maquillaje semipermanente P.M.U,Maquillaje,General,Asunción,"Pancha Garmendia 6435 casi, Asunción 001415, Paraguay",0984 214208,https://wa.me/0984214208,4.19,4.8,194,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Bar de Cejas,Pestañas/Cejas,General,Asunción,"Alberdi casi, Asunción 1209, Paraguay",(021) 728 8000,https://wa.me/0217288000,4.43,4.7,181,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Bar de Cejas,Pestañas/Cejas,General,Lambare,"Paseo Cerro Alto, Av. Cacique Lambare y, Lambare 2420, Paraguay",(021) 728 8000,https://wa.me/0217288000,3.16,4.7,155,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Estética Romi Montiel,Spa/Wellness,General,Fernando de la Mora,"Herminio Giménez, Fernando de la Mora 110329, Paraguay",0972 992581,https://wa.me/0972992581,4.3,5.0,1,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Arte Dental Lambare,Otros,General,Lambaré,"arte dental, Lambaré 110728, Paraguay",0983 021454,https://wa.me/0983021454,4.57,5.0,1,NO,DIRECT_DENTAL,8,DENTAL_COLLEAGUE
Gabinete Estetico Ctra. Leticia Escobar,Spa/Wellness,General,Lambaré,"Petereby, Lambaré 110705, Paraguay",0986 827372,https://wa.me/0986827372,2.11,5.0,2,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
Distribuidora La Policlinica S.A.,Otros,General,Asunción,"Ttte. Rojas Silva 1044 e, Tte. Fariña y, Asunción 001221, Paraguay",(021) 248 0000,https://wa.me/0212480000,2.78,4.3,171,YES,ADJACENT_REFER,8,ADJACENT_GENERAL
Lujan Cosméticos,Estetica/Facial,General,Luque,"Lujan cosmeticos, Javier Bogarin, Luque 110930, Paraguay",0986 101523,https://wa.me/0986101523,13.04,4.2,165,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Biolaser Medicina Estética,Depilacion,Depilacion Laser,Asunción,"San Rafael 698 esquina, Ntra. Sra. del Carmen 698, Asunción 001529, Paraguay",0983 118888,https://wa.me/0983118888,5.08,4.9,88,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Paola Casco-Peluqueria,Peluqueria,General,Lambaré,"15 de Agosto 235 Campo Via y, Lambaré 110725, Paraguay",0971 318442,https://wa.me/0971318442,4.05,4.9,39,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
LAS CARIÑOSAS ASUNCIÓN ORIGINAL,Spa/Wellness,General,Asunción,"Piribebuy 239, Asunción 001101, Paraguay",0984 400228,https://wa.me/0984400228,4.1,4.2,37,YES,ATM_BRUXISMO,8,ATM_BRUXISMO
Leila Acosta Cosmetología,Estetica/Facial,General,Villa Elisa,"Mcal. Estigarribia, Villa Elisa 111501, Paraguay",0984 542885,https://wa.me/0984542885,4.13,5.0,1,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",8,ATM_BRUXISMO
AS Estética de Resultados,Otros,General,Asunción,"Gral. José María Bruguéz 353, Asunción 001225, Paraguay",0972 122099,https://wa.me/0972122099,2.35,4.6,32,YES,ESTETICA_DENTAL,8,ESTETICA_SONRISA
Peluquería MMical,Peluqueria,General,Asunción,"Prócer Juan Manuel Iturbe 106, Asunción 001526, Paraguay",(021) 606 360,https://wa.me/59521606360,6.7,4.7,177,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Portas barber shop,Barberia,Barberia Moderna,Fernando de la Mora,"Av. Santa Teresa, Fernando de la Mora 110301, Paraguay",0994 215627,https://wa.me/0994215627,6.76,4.9,162,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Barber club py,Barberia,General,Lambaré,"Panambi Vera 3321, Lambaré 2420, Paraguay",0971 888665,https://wa.me/0971888665,5.07,4.9,137,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
BODY PRO GYM,Gimnasio/Fitness,Gimnasio,Lambaré,"Río carapan, Lambaré 1123, Paraguay",0992 391607,https://wa.me/0992391607,3.52,4.6,55,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Aerofisic,Gimnasio/Fitness,General,Asunción,"PC5C+FC2, Del Maestro, Asunción 001411, Paraguay",0984 392700,https://wa.me/0984392700,4.01,4.6,74,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Sonia Gonzalez Peinados y Maquillajes,Spa/Wellness,General,San Lorenzo,"MF3V+FR9, Gaspar R. De Francia, San Lorenzo 111423, Paraguay",0983 540712,https://wa.me/0983540712,11.11,4.8,59,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Spacio Vital Spa,Spa/Wellness,Spa,San Lorenzo,"MF2Q+P67, San Lorenzo 111430, Paraguay",0984 466327,https://wa.me/0984466327,10.56,4.6,55,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Nde Barba,Peluqueria,General,Fernando de la Mora,"entre Libertad, Nicasio Villalba y, Fernando de la Mora 110311, Paraguay",0991 444268,https://wa.me/0991444268,8.03,4.8,118,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Gtc Mcal CrossFit,Gimnasio/Fitness,CrossFit,Asunción,"Tte. Jara Troche, Asunción 001208, Paraguay",0971 666944,https://wa.me/0971666944,2.58,4.8,66,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Muscle house gymspa,Spa/Wellness,Spa,Ñemby,"JF36+85P, Primer Presidente, Ñemby 111216, Paraguay",0981 641748,https://wa.me/0981641748,11.6,4.5,52,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Lili Spa,Spa/Wellness,Spa,Ñemby,"JC2V+GV9, Ñemby 111212, Paraguay",0971 170537,https://wa.me/0971170537,10.91,4.8,52,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Power Fit gym,Gimnasio/Fitness,Gimnasio,Lambaré,"Aquidaban 1610 esq, Lambaré 3344, Paraguay",0981 509987,https://wa.me/0981509987,4.16,5.0,52,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
RM Fitness Center,Gimnasio/Fitness,Gimnasio,Lambaré,"Néstor Romero Valdovinos e/, Lambaré 110723, Paraguay",0981 951710,https://wa.me/0981951710,4.35,4.8,75,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Premier Fitness Club Lambaré,Gimnasio/Fitness,General,Lambaré,"Av. Luis María Argaña 569, Lambaré 110705, Paraguay",0991 402891,https://wa.me/0991402891,2.87,4.5,91,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
"Cristia Ayala CEJAS,SPA DE MANOS Y PIES. MAKEUP",Spa/Wellness,Spa,Luque,"Javier Bogarin 515, Luque 110930, Paraguay",0994 606070,https://wa.me/0994606070,12.8,4.7,54,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
TAJOS Barberos (Superseis),Barberia,General,Asunción,"Denis Roa 1121, Asunción 001409, Paraguay",0982 473078,https://wa.me/0982473078,5.56,4.8,132,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Invictus hair studio Barber shop,Peluqueria,Barberia Moderna,Asunción,"Juan S Bogarin, Asunción 001413, Paraguay",0994 348269,https://wa.me/0994348269,3.04,4.9,52,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Sport Gym - Paseo Lambaré Shopping,Gimnasio/Fitness,Gimnasio,Lambaré,"M98P+3MH, Lambaré 110706, Paraguay",0994 708584,https://wa.me/0994708584,2.34,4.1,58,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Paseo La Catedral,Otros,General,San Lorenzo,"MF5R+P95, Coronel Bogado, San Lorenzo 111423, Paraguay",0982 450834,https://wa.me/0982450834,10.58,4.4,1349,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Guzmán estilista,Peluqueria,General,Asunción,"Roma, Asunción 001102, Paraguay",0982 543965,https://wa.me/0982543965,3.91,5.0,51,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Peluquería Kabell,Peluqueria,General,Fernando de la Mora,"San Blas, &, Fernando de la Mora 110329, Paraguay",0982 247411,https://wa.me/0982247411,4.36,4.9,56,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Romi Valinotti Beauty Center,Salon de Belleza,General,San Lorenzo,"MF3W+GFM, Tte Benitez, San Lorenzo 111423, Paraguay",0983 442610,https://wa.me/0983442610,11.25,4.7,84,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
Méndez Estilista Salón Masculino,Peluqueria,General,Lambaré,"Av. Médicos del Chaco 1560, Lambaré 110706, Paraguay",0976 121883,https://wa.me/0976121883,2.31,4.7,92,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Graciela Coiffure Unisex,Peluqueria,General,Iturbe,"Blas Garay 258, Iturbe 001102, Paraguay",0981 986559,https://wa.me/0981986559,3.72,4.8,71,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Yamila Suely Belleza Integral,Salon de Belleza,General,Ñemby,"Valentin Correa, Ñemby 111212, Paraguay",0982 382084,https://wa.me/0982382084,10.51,4.9,53,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
MELA Hair Salon - Barbería,Salon de Belleza,General,Luque,"14 De Mayo, Luque 110932, Paraguay",0982 264479,https://wa.me/0982264479,12.58,4.5,61,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
Nicel’s Esencia de Belleza,Salon de Belleza,General,Ñemby,"Ytororo, Ñemby 111214, Paraguay",0981 219007,https://wa.me/0981219007,11.21,4.8,55,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
Peluqueria Ina Arias,Peluqueria,General,Asunción,"Av. Estados Unidos 646 Casi, Asunción 001218, Paraguay",0982 233523,https://wa.me/0982233523,3.28,4.7,81,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Jessica Maia Curls,Peluqueria,General,Asunción,"Virgilio Mola y, Asunción 001535, Paraguay",0983 158945,https://wa.me/0983158945,3.79,4.8,83,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
MALE Barber Shop & Drink,Barberia,Barberia Moderna,Luque,"Dr. José Gaspar Rodríguez de Francia, Luque 110932, Paraguay",0983 819419,https://wa.me/0983819419,12.78,4.6,53,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
The Barber JZ,Barberia,General,Lambare,"J9VX+5XR, Francisco Dupuis, Lambare 110731, Paraguay",0961 766745,https://wa.me/0961766745,4.88,4.9,54,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
MARTIN'S BARBER SHOP💈,Barberia,Barberia Moderna,Lambaré,"San Isidro, Lambaré 110730, Paraguay",0984 989509,https://wa.me/0984989509,4.67,4.9,68,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Isidro Estilista,Otros,General,Fernando de la Mora,"MFV5+PRF, Guyra Campana, Fernando de la Mora 110304, Paraguay",0982 693832,https://wa.me/0982693832,7.05,4.8,106,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
ATR Barber Shop,Barberia,Barberia Moderna,Lambaré,"M94P+CFC, cacique, Lambaré 110721, Paraguay",0984 649843,https://wa.me/0984649843,3.35,4.6,53,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
29 Barber Shop by Hugo Sosa,Barberia,Barberia Moderna,Villa Elisa,"3 de Mayo, Villa Elisa 111504, Paraguay",0983 260984,https://wa.me/0983260984,4.66,4.9,62,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
HENRY & LEO Unisex,Peluqueria,General,Fernando de la Mora,"Usher Ríos, Fernando de la Mora 110308, Paraguay",(021) 514 805,https://wa.me/59521514805,5.66,4.6,191,YES,ADJACENT_REFER,7,ADJACENT_GENERAL
Fígaro Barbería Sucursal 3,Barberia,General,Luque,"Gral. Bernardino Caballero 92, Luque 2060, Paraguay",0991 900820,https://wa.me/0991900820,12.67,4.4,225,YES,ADJACENT_REFER,7,ADJACENT_GENERAL
Essence Spa- Estètica Integral,Spa/Wellness,Spa,Fernando de la Mora,"Nicasio Villalba c, Waldino Lovera, Fernando de la Mora 110311, Paraguay",0982 235754,https://wa.me/0982235754,8.04,4.6,30,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Hygge,Spa/Wellness,General,Asunción,"Moisés Bertoni 2839 casi, Asunción 001407, Paraguay",0992 425597,https://wa.me/0992425597,5.19,4.8,32,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Ashtanga Yoga Paraguay (Hari Gopal Yoga),Gimnasio/Fitness,Yoga/Pilates,Asunción,"Caracas 506, Asunción 001519, Paraguay",0971 347938,https://wa.me/0971347938,6.97,5.0,46,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Itto Tattoo & Body Piercing,Tatuajes/Piercing,Tattoo Studio,Asunción,"Av. Juan Domingo Perón 3285, Asunción 001304, Paraguay",0961 940826,https://wa.me/0961940826,3.72,4.9,81,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
MaraikuaaseTattoo,Tatuajes/Piercing,General,Asunción,"Fulgencio R. Moreno 387, Asunción 001101, Paraguay",0994 982961,https://wa.me/0994982961,3.82,4.9,57,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
BISA Belleza Integral y Salud,Spa/Wellness,General,Villa Elisa,"JCP4+H53, 24 de Junio, Villa Elisa 111505, Paraguay",0982 303060,https://wa.me/0982303060,5.73,4.9,21,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",7,ATM_BRUXISMO
Mega Cosméticos San Lorenzo,Otros,General,San Lorenzo,"Ruta Mcal Estigarribia entre Ruta 1 y Saturio Rios, PY02, San Lorenzo 111423, Paraguay",(021) 591 298,https://wa.me/59521591298,11.14,4.6,2440,YES,ADJACENT_REFER,7,ADJACENT_GENERAL
Bellcos Paraguay S.A,Otros,General,Asunción,"Av. Perú 140, Asunción 001209, Paraguay",(021) 200 055,https://wa.me/59521200055,2.88,4.7,63,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
SAGA GYM,Gimnasio/Fitness,Gimnasio,Asunción,"Augusto Roa Bastos 441, Asunción 001530, Paraguay",0981 704604,https://wa.me/0981704604,4.58,4.7,92,YES,ADJACENT_REFER,7,ADJACENT_GENERAL
Figaro Barberia Casa Central,Barberia,General,Luque,"PFCJ+MGC, C. Leonismo Luqueño, Luque 110946, Paraguay",0992 259000,https://wa.me/0992259000,10.0,4.5,134,YES,ADJACENT_REFER,7,ADJACENT_GENERAL
ADE Nails Spa,Spa/Wellness,Spa,San Lorenzo,"Manuel Ortiz Guerrero 286 entre Sargento Silva y General Caballero San Lorenzo PY, San Lorenzo 2160, Paraguay",0981 876430,https://wa.me/0981876430,10.94,4.6,69,YES,ATM_BRUXISMO,7,ATM_BRUXISMO
Venebarbershop,Barberia,General,Asunción,"Fernando de la Mora sur, Asunción 2300, Paraguay",0983 413941,https://wa.me/0983413941,7.05,5.0,184,YES,ADJACENT_REFER,7,ADJACENT_GENERAL
Adriana,Otros,General,Asunción,"Dr. Eduardo López Moreira 4780, Asunción 001413, Paraguay",0986 747555,https://wa.me/0986747555,2.84,4.9,91,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Addara spa,Spa/Wellness,Spa,Asunción,"Guarambare y tenientes solis 4155 1982, Asunción 1982, Paraguay",0984 917183,https://wa.me/0984917183,1.03,4.6,29,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
"Aura Studium Pilates, Yoga & Baile",Gimnasio/Fitness,Yoga/Pilates,Fernando de la Mora,"1 de Mayo casi Ayolas Fernando de la Mora, Fernando de la Mora 2300, Paraguay",0971 856540,https://wa.me/0971856540,7.02,4.9,36,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Fabiana Oneto PILATES & CIA.,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Orihuela y, Asunción 001001, Paraguay",0981 418817,https://wa.me/0981418817,6.15,4.7,45,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Ciria Depilaciones Suc.Luque,Depilacion,General,Luque,"Cnel. Oviedo, Luque 110933, Paraguay",0981 122359,https://wa.me/0981122359,11.92,4.8,53,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
Seda Cosmetica Luque,Estetica/Facial,General,Luque,"C. Coronel Martínez esq, Luque 110930, Paraguay",0976 971214,https://wa.me/0976971214,13.19,4.5,80,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
Manos Lindas Spa,Spa/Wellness,Spa,Asunción,"Pascual Ramon Casco, Asunción 001508, Paraguay",0991 648111,https://wa.me/0991648111,10.55,4.7,55,YES,ATM_BRUXISMO,7,ATM_BRUXISMO
SB Pilates & Wellness,Spa/Wellness,Yoga/Pilates,Asunción,"Juan Max Boettner 1216, Asunción 001527, Paraguay",0985 444544,https://wa.me/0985444544,5.95,4.7,37,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
Obsession Nails & Beauty,Uñas/Nails,Salon Uñas,Asunción,"Av. Brasilia 1155, Asunción 001205, Paraguay",0981 770330,https://wa.me/0981770330,4.2,4.2,84,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Marcos Coiffure,Peluqueria,General,Asunción,"Av. Ita Ybate, Asunción 1537, Paraguay",0992 414209,https://wa.me/0992414209,2.73,4.6,68,YES,ADJACENT_REFER,7,ADJACENT_GENERAL
Seda Cosmetica,Estetica/Facial,General,Ñemby,"Acceso Sur, Ñemby 111214, Paraguay",(021) 951 762,https://wa.me/59521951762,11.05,4.1,60,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
Eco Cosméticos Lambarè,Otros,General,Lambaré,"Av. República Argentina casi, Lambaré 110708, Paraguay",0971 344777,https://wa.me/0971344777,2.32,4.2,96,NO,ADJACENT_REFER,7,ADJACENT_GENERAL
Chick Cosmeticos,Estetica/Facial,Perfumeria,Luque,"PGJ6+V2P, Luque 110921, Paraguay",0981 862316,https://wa.me/0981862316,13.12,4.4,66,NO,ESTETICA_DENTAL,7,ESTETICA_SONRISA
Narovi Spa,Spa/Wellness,Spa,Asunción,"Teniente Primero Angel Velazco, Asunción 001402, Paraguay",0986 254164,https://wa.me/0986254164,6.55,4.4,35,NO,ATM_BRUXISMO,7,ATM_BRUXISMO
AVA Salón,Salon de Belleza,General,San Lorenzo,"Azara 1092 e, San Lorenzo 111424, Paraguay",0984 318825,https://wa.me/0984318825,11.07,4.6,61,YES,ESTETICA_DENTAL,7,ESTETICA_SONRISA
